TimeStamp,Summary,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Pressure (millibars),Rain
1712911062,Partly Cloudy,12.28888889,12.28888889,0.8,3.542,161,11.0285,1013.7,Yes
1724146615,Partly Cloudy,10.02222222,10.02222222,0.86,3.1073,149,9.9015,1014.14,Yes
1715243044,Partly Cloudy,9.377777778,8.65,0.86,6.44,190,15.6009,1014.34,Yes
1712207940,Partly Cloudy,9.416666667,9.416666667,0.9,4.6046,138,14.7154,1014.6,Yes
1714807735,Partly Cloudy,11.82777778,11.82777778,0.92,3.0268,311,15.8263,1011.68,Yes
1711937087,Foggy,10.76111111,10.76111111,0.91,5.1681,178,0.6118,1011.98,Yes
1732065378,Mostly Cloudy,12.15555556,12.15555556,0.95,2.8497,298,3.6386,1015.64,Yes
1720212904,Foggy,9.672222222,9.188888889,0.94,5.7155,123,0.6118,1012.26,Yes
1727880066,Foggy,8.15,7.15,0.94,6.762,10,0.6118,1012.63,Yes
1713347890,Foggy,10.2,10.2,0.95,5.6189,133,1.1109,1012.62,Yes
1705094651,Foggy,10.11666667,10.11666667,0.99,2.254,127,0.5152,1012.85,Yes
1712586111,Foggy,10.16111111,10.16111111,0.99,0.3381,81,0.4347,1013.61,Yes
1728878587,Foggy,11.24444444,11.24444444,0.98,2.7531,358,0.6923,1013.9,Yes
1708169995,Foggy,12.24444444,12.24444444,0.99,2.254,152,2.2057,1014.31,Yes
1730293319,Overcast,13.91111111,13.91111111,0.92,8.0983,135,4.2021,1014.43,Yes
1723362363,Partly Cloudy,15.61666667,15.61666667,0.82,2.2862,153,6.3112,1014.73,Yes
1730790835,Partly Cloudy,15.07222222,15.07222222,0.86,3.2844,120,6.3434,1014.92,Yes
1721322519,Partly Cloudy,15.07222222,15.07222222,0.82,7.5992,162,8.1949,1014.73,Yes
1724821770,Overcast,14.26666667,14.26666667,0.87,10.5616,134,6.8908,1014.92,Yes
1725550562,Mostly Cloudy,16.01666667,16.01666667,0.81,6.6654,115,7.2772,1014.76,Yes
1729085973,Overcast,15.02777778,15.02777778,0.86,7.7119,139,7.2772,1014.37,Yes
1714328696,Overcast,13.94444444,13.94444444,0.89,7.2772,152,6.3112,1014.83,Yes
1730795778,Overcast,12.91666667,12.91666667,0.95,11.4793,310,4.7495,1015.11,Yes
1721635221,Overcast,12.89444444,12.89444444,0.95,5.2808,347,5.2164,1015.14,Yes
1704691627,Overcast,12.4,12.4,0.98,2.3506,72,5.8282,1015.5,Yes
1713359936,Clear,12.26666667,12.26666667,0.99,8.05,320,6.1985,1015.76,Yes
1722960486,Mostly Cloudy,12.22222222,12.22222222,0.96,6.1985,349,6.1985,1016.35,Yes
1713701245,Mostly Cloudy,11.25,11.25,0.96,2.7692,335,3.8318,1016.38,Yes
1708731382,Mostly Cloudy,11.52777778,11.52777778,0.96,3.1556,358,4.508,1016.43,Yes
1711723603,Foggy,11.53888889,11.53888889,0.96,5.9892,301,3.1234,1016.56,Yes
1722777732,Foggy,9.438888889,8.85,0.96,5.9731,326,1.8032,1017.23,Yes
1711585404,Overcast,11.43888889,11.43888889,0.96,6.279,340,3.8801,1016.17,Yes
1705063680,Overcast,11.39444444,11.39444444,0.96,6.44,350,3.864,1016.25,Yes
1728451779,Overcast,11.52777778,11.52777778,0.96,6.4239,332,3.2522,1016.13,Yes
1717881007,Foggy,11.95,11.95,0.93,4.83,340,0.644,1016.17,Yes
1727909683,Foggy,11.97222222,11.97222222,1,9.66,10,1.2558,1016.45,Yes
1725856041,Foggy,12.63333333,12.63333333,0.96,7.6636,7,2.3506,1016.94,Yes
1729573565,Overcast,12.75555556,12.75555556,0.96,7.9695,1,4.025,1017.06,No
1723696865,Overcast,13.84444444,13.84444444,0.9,7.9212,30,4.4919,1017.45,No
1731252829,Overcast,13.17222222,13.17222222,0.94,10.3845,8,6.2629,1017.77,No
1707831301,Mostly Cloudy,15.06666667,15.06666667,0.86,8.1466,345,6.1985,1017.73,No
1706152062,Partly Cloudy,17.24444444,17.24444444,0.75,7.1645,308,11.27,1017.53,No
1706718232,Partly Cloudy,16.31666667,16.31666667,0.76,13.3469,352,11.0285,1017.31,No
1728662730,Partly Cloudy,17.38333333,17.38333333,0.74,13.6206,353,11.27,1016.82,No
1709166671,Mostly Cloudy,15.27222222,15.27222222,0.76,8.2754,85,11.27,1016.6,No
1717804103,Partly Cloudy,17.45555556,17.45555556,0.72,5.2808,49,11.0768,1016.39,No
1735343614,Partly Cloudy,16.22222222,16.22222222,0.77,11.1573,21,11.27,1016.33,No
1706671013,Partly Cloudy,15.08333333,15.08333333,0.82,3.6869,23,11.27,1016.52,No
1724531148,Partly Cloudy,13.99444444,13.99444444,0.88,1.1431,35,9.6278,1016.81,No
1705903246,Partly Cloudy,12.17222222,12.17222222,0.92,0.6601,30,8.1305,1017.34,No
1727718770,Foggy,11.08888889,11.08888889,0.95,4.8461,56,1.0626,1017.54,No
1709324671,Foggy,11.09444444,11.09444444,0.95,3.381,11,1.7871,1017.43,No
1729830550,Foggy,9.883333333,9.883333333,0.96,3.3649,349,1.0626,1017.65,No
1707793263,Clear,9.355555556,8.633333333,0.96,6.4239,321,3.3649,1017.56,No
1726887409,Clear,9.861111111,9.861111111,0.96,3.2361,319,4.4597,1016.16,No
1733251758,Foggy,8.272222222,8.272222222,0.99,3.3166,313,1.9159,1017.16,No
1719024550,Foggy,8.866666667,8.866666667,0.96,2.6243,337,1.7549,1017.15,No
1706124050,Foggy,8.816666667,8.816666667,0.96,3.9445,335,2.3667,1017.28,No
1705651054,Foggy,7.155555556,7.155555556,1,1.8515,319,0.2898,1017.15,No
1729752676,Foggy,8.85,8.85,0.99,3.4776,295,1.7549,1017.36,No
1731743620,Foggy,11.17777778,11.17777778,0.93,2.8819,285,2.5599,1017.7,No
1723546293,Mostly Cloudy,12.38888889,12.38888889,0.98,3.4293,349,6.2951,1017.72,No
1706541075,Mostly Cloudy,14.14444444,14.14444444,0.88,4.8783,339,9.982,1017.82,No
1720248068,Partly Cloudy,17.1,17.1,0.72,3.059,308,11.0768,1017.77,No
1724721021,Partly Cloudy,18.93888889,18.93888889,0.64,4.2021,306,11.27,1017.3,No
1716472905,Partly Cloudy,17.91666667,17.91666667,0.68,4.0894,6,11.27,1016.9,No
1714208461,Partly Cloudy,19.98333333,19.98333333,0.53,1.2236,72,11.1412,1016.4,No
1730433973,Partly Cloudy,20.07222222,20.07222222,0.62,9.0643,352,11.27,1015.9,No
1735006731,Partly Cloudy,20.07222222,20.07222222,0.56,9.4829,2,11.27,1015.29,No
1733638824,Partly Cloudy,20.08333333,20.08333333,0.58,7.4865,15,11.3988,1014.9,No
1726532704,Partly Cloudy,19.08888889,19.08888889,0.63,9.1287,23,11.2056,1014.68,No
1706838609,Partly Cloudy,17.45,17.45,0.62,7.567,24,11.2056,1014.78,No
1711407455,Partly Cloudy,15.56666667,15.56666667,0.74,0.5152,116,9.982,1015.04,No
1729463461,Clear,12.49444444,12.49444444,0.91,3.9445,197,9.982,1015.51,No
1719568148,Clear,12.24444444,12.24444444,0.89,1.5295,140,15.8263,1015.72,No
1729968874,Clear,11.41666667,11.41666667,0.92,2.9624,275,14.9569,1015.79,Yes
1724827280,Clear,10.55555556,10.55555556,0.95,6.0375,290,14.812,1015.83,Yes
1720996669,Clear,10.46666667,10.46666667,0.93,3.0751,270,9.8049,1015.95,Yes
1728198105,Partly Cloudy,10.25,10.25,0.95,5.2969,278,4.7495,1017.13,Yes
1722725613,Clear,9.355555556,9.355555556,0.96,1.5295,100,4.025,1015.82,Yes
1732006750,Foggy,8.311111111,8.311111111,0.96,3.22,300,2.0286,1015.82,Yes
1724791371,Foggy,8.811111111,8.811111111,0.96,3.3971,333,1.7388,1015.89,Yes
1718050241,Foggy,8.733333333,7.933333333,0.93,6.3434,304,0.7889,1015.83,Yes
1726292778,Partly Cloudy,11.93333333,11.93333333,0.93,11.27,140,9.8049,1016.12,Yes
1714593299,Partly Cloudy,14.51666667,14.51666667,0.84,1.7066,129,9.5473,1016.23,Yes
1705126663,Partly Cloudy,18.73333333,18.73333333,0.68,3.22,300,9.982,1016.23,Yes
1722881522,Partly Cloudy,20.02777778,20.02777778,0.6,7.245,160,9.982,1016.38,Yes
1717144485,Partly Cloudy,21.03888889,21.03888889,0.55,6.4883,209,10.0303,1016.66,Yes
1712247783,Partly Cloudy,20.73888889,20.73888889,0.46,6.5044,179,15.8746,1016.58,Yes
1720705134,Partly Cloudy,22.31666667,22.31666667,0.48,7.5348,235,11.27,1016.27,Yes
1711795174,Partly Cloudy,22.11111111,22.11111111,0.5,6.4561,145,11.4471,1015.96,Yes
1708619259,Partly Cloudy,22.73333333,22.73333333,0.38,1.0143,262,10.0464,1015.34,Yes
1714924831,Partly Cloudy,22.77777778,22.77777778,0.37,5.1842,90,10.0464,1014.7,Yes
1705034923,Partly Cloudy,21.21666667,21.21666667,0.41,7.2772,58,11.4471,1015.2,Yes
1708241738,Partly Cloudy,20.18333333,20.18333333,0.45,1.4812,179,10.0464,1014.87,Yes
1726174320,Partly Cloudy,18.01111111,18.01111111,0.68,0.322,157,9.982,1014.78,Yes
1730307607,Partly Cloudy,17.42222222,17.42222222,0.65,0.5313,139,9.982,1015.54,Yes
1723543708,Partly Cloudy,13.96111111,13.96111111,0.82,0,0,9.982,1016.01,Yes
1726154682,Partly Cloudy,13.28888889,13.28888889,0.89,2.8819,329,15.8263,1016.52,Yes
1731310908,Partly Cloudy,12.32222222,12.32222222,0.89,2.4794,262,9.982,1016.96,Yes
1731542094,Partly Cloudy,11.11666667,11.11666667,0.95,3.1717,268,6.2951,1017.04,Yes
1716436096,Partly Cloudy,10.53333333,10.53333333,0.95,11.27,280,6.2951,1017.33,Yes
1717430997,Clear,12.38333333,12.38333333,0.8,4.6207,172,14.168,1019.59,Yes
1709010262,Partly Cloudy,9.861111111,9.861111111,0.96,3.0751,273,3.8318,1017.25,Yes
1725631236,Partly Cloudy,8.872222222,8.872222222,0.95,1.5295,320,3.3649,1017.42,Yes
1734620507,Partly Cloudy,8.672222222,8.672222222,0.94,3.6386,317,4.2826,1017.74,Yes
1705286602,Foggy,7.688888889,7.688888889,1,0,0,0.7406,1018.13,Yes
1729621101,Clear,10.91111111,10.91111111,0.99,1.61,210,4.1216,1018.62,Yes
1716088327,Clear,14.83888889,14.83888889,0.82,2.6565,193,8.3398,1019.08,Yes
1710670491,Clear,18.8,18.8,0.65,1.5295,140,9.982,1019.11,Yes
1725721819,Clear,21.09444444,21.09444444,0.49,4.8783,199,9.982,1019.5,Yes
1729922456,Partly Cloudy,22.02777778,22.02777778,0.49,4.2826,226,11.0285,1019.86,Yes
1714898064,Partly Cloudy,22.82777778,22.82777778,0.47,3.6225,188,11.2056,1019.79,Yes
1726352481,Partly Cloudy,22.91666667,22.91666667,0.37,4.5563,292,9.982,1019.47,Yes
1732356431,Partly Cloudy,23.91666667,23.91666667,0.37,6.2951,154,10.3523,1019.25,Yes
1717622625,Partly Cloudy,23.91111111,23.91111111,0.4,2.5599,333,9.982,1018.89,Yes
1710818886,Partly Cloudy,23.93333333,23.93333333,0.37,4.347,178,9.982,1018.6,Yes
1710818883,Partly Cloudy,23.91666667,23.91666667,0.32,1.1753,205,10.3523,1018.67,Yes
1710818889,Partly Cloudy,22.82222222,22.82222222,0.44,3.1234,214,9.982,1018.59,Yes
1710818884,Partly Cloudy,21.22777778,21.22777778,0.48,0.4025,181,9.982,1018.67,Yes
1710818890,Partly Cloudy,19.07777778,19.07777778,0.51,2.6887,185,9.982,1019.22,Yes
1710818884,Partly Cloudy,17.06111111,17.06111111,0.63,1.5778,228,9.982,1019.88,Yes
1710818890,Clear,14.90555556,14.90555556,0.72,3.7513,136,15.8263,1019.91,Yes
1710818884,Clear,13.08333333,13.08333333,0.87,3.4132,185,14.9569,1020.02,Yes
1710818887,Clear,12.71111111,12.71111111,0.89,3.2522,169,15.8263,1020.11,Yes
1710818890,Clear,12.12777778,12.12777778,0.89,3.1717,148,14.9086,1020.12,Yes
1710818891,Clear,11.81111111,11.81111111,0.84,4.991,68,14.9569,1018.38,Yes
1710818889,Clear,12.01666667,12.01666667,0.8,6.2629,169,14.9086,1019.91,Yes
1710818889,Clear,12.04444444,12.04444444,0.8,6.4239,187,14.812,1020.03,Yes
1710818886,Partly Cloudy,10.62777778,10.62777778,0.86,9.7083,151,14.0875,1020.39,Yes
1710818883,Clear,9.911111111,8.688888889,0.99,9.1448,141,6.118,1020.6,Yes
1710818889,Mostly Cloudy,12.55555556,12.55555556,0.9,7.7441,169,9.9015,1020.81,Yes
1710818883,Partly Cloudy,15.00555556,15.00555556,0.78,8.7584,154,9.9015,1021.01,Yes
1710818889,Partly Cloudy,17.33888889,17.33888889,0.74,12.1877,150,9.982,1020.94,Yes
1710818888,Partly Cloudy,19.1,19.1,0.67,12.6224,150,9.982,1020.66,Yes
1710818890,Partly Cloudy,21.26111111,21.26111111,0.57,9.9176,147,10.3523,1020.53,Yes
1710818887,Partly Cloudy,22.41111111,22.41111111,0.54,11.4471,168,11.2056,1020.16,Yes
1710818885,Mostly Cloudy,22.93888889,22.93888889,0.5,8.5491,155,11.2056,1019.95,Yes
1710818886,Mostly Cloudy,23.92777778,23.92777778,0.47,11.3022,153,11.3988,1019.43,Yes
1710818887,Mostly Cloudy,23.96111111,23.96111111,0.47,8.3076,142,9.982,1018.97,Yes
1710818890,Mostly Cloudy,23.96111111,23.96111111,0.38,8.5813,150,9.982,1018.28,Yes
1710818890,Mostly Cloudy,23.11111111,23.11111111,0.42,10.7065,145,10.3523,1017.97,Yes
1710818886,Mostly Cloudy,22.82222222,22.82222222,0.44,12.4936,178,9.982,1017.68,Yes
1710818888,Mostly Cloudy,21.11111111,21.11111111,0.47,5.2164,137,9.982,1017.89,Yes
1710818889,Mostly Cloudy,18.18888889,18.18888889,0.58,4.8622,95,10.3523,1017.96,Yes
1710818890,Mostly Cloudy,16.01666667,16.01666667,0.72,4.6046,50,9.982,1018.31,Yes
1710818884,Partly Cloudy,15.46666667,15.46666667,0.72,6.44,80,15.8263,1018.6,Yes
1710818884,Partly Cloudy,14.60555556,14.60555556,0.76,6.7459,83,14.9569,1018.65,Yes
1710818883,Clear,13.31111111,13.31111111,0.82,3.542,73,15.8263,1018.44,Yes
1710818891,Clear,12.73333333,12.73333333,0.83,3.0751,70,15.8263,1018.23,Yes
1710818887,Partly Cloudy,13.78888889,13.78888889,0.77,6.0858,50,14.9569,1014.58,Yes
1710818883,Partly Cloudy,10.57777778,10.57777778,0.88,6.44,190,15.8263,1018.11,Yes
1710818884,Partly Cloudy,10.48333333,10.48333333,0.92,3.22,340,15.4721,1017.73,Yes
1710818889,Partly Cloudy,10.28888889,10.28888889,0.91,3.7513,48,14.8764,1017.7,Yes
1710818887,Clear,9.972222222,9.972222222,0.92,1.5617,106,10.9802,1017.62,Yes
1710818891,Mostly Cloudy,13.63888889,13.63888889,0.9,2.7048,193,9.8049,1017.54,Yes
1710818884,Mostly Cloudy,16.73888889,16.73888889,0.74,7.245,147,10.3523,1017.7,Yes
1710818883,Mostly Cloudy,18.83888889,18.83888889,0.65,3.4132,94,9.982,1017.78,Yes
1710818886,Mostly Cloudy,21.16111111,21.16111111,0.59,4.6046,178,9.982,1017.3,Yes
1710818887,Mostly Cloudy,22.58888889,22.58888889,0.53,4.4275,117,10.4006,1017.19,Yes
1710818889,Mostly Cloudy,22.89444444,22.89444444,0.48,7.6636,53,11.27,1016.68,Yes
1710818891,Mostly Cloudy,24.00555556,24.00555556,0.47,9.66,82,11.2056,1016.08,Yes
1710818883,Mostly Cloudy,24.00555556,24.00555556,0.35,8.0017,70,11.3988,1015.62,Yes
1710818883,Mostly Cloudy,23.97777778,23.97777778,0.44,9.2897,136,11.2056,1014.86,Yes
1710818891,Mostly Cloudy,25.04444444,25.04444444,0.32,3.5903,185,11.2056,1013.97,Yes
1710818887,Mostly Cloudy,24.07777778,24.07777778,0.35,4.9588,101,10.3523,1013.39,Yes
1710818889,Mostly Cloudy,22.38333333,22.38333333,0.45,9.4829,102,9.982,1013.18,Yes
1710818891,Mostly Cloudy,21.20555556,21.20555556,0.52,3.6869,101,9.982,1013.21,Yes
1710818890,Mostly Cloudy,18.26111111,18.26111111,0.62,6.2146,28,10.3523,1013.75,Yes
1710818889,Mostly Cloudy,17.2,17.2,0.67,14.49,30,9.982,1014.13,Yes
1710818884,Partly Cloudy,15.99444444,15.99444444,0.75,3.1073,54,9.982,1014.13,Yes
1710818884,Clear,15.96111111,15.96111111,0.79,12.2843,23,11.9301,1014.06,Yes
1710818887,Mostly Cloudy,15.44444444,15.44444444,0.72,13.846,31,15.8263,1013.92,Yes
1710818889,Partly Cloudy,14.37222222,14.37222222,0.75,10.9963,52,15.8263,1013.82,Yes
1710818883,Mostly Cloudy,13.60555556,13.60555556,0.9,9.982,53,12.0428,1012.67,Yes
1710818891,Partly Cloudy,12.82222222,12.82222222,0.82,6.2468,48,15.8263,1013.04,Yes
1710818882,Partly Cloudy,12.75,12.75,0.83,3.3488,72,15.8263,1013.03,Yes
1710818887,Partly Cloudy,11.41666667,11.41666667,0.92,6.2307,38,15.2628,1012.98,Yes
1710818883,Partly Cloudy,12.33333333,12.33333333,0.86,2.4633,139,9.982,1012.83,Yes
1710818882,Mostly Cloudy,14.90555556,14.90555556,0.78,10.2879,160,9.982,1013.03,Yes
1710818882,Mostly Cloudy,15.89444444,15.89444444,0.74,10.2879,154,9.982,1013.13,Yes
1710818891,Mostly Cloudy,17.22777778,17.22777778,0.72,12.0589,147,9.982,1013.13,Yes
1710818889,Mostly Cloudy,17.82777778,17.82777778,0.73,7.4704,166,9.982,1013.1,Yes
1710818889,Mostly Cloudy,17.91666667,17.91666667,0.72,10.0947,158,9.982,1013.17,Yes
1710818888,Mostly Cloudy,19.05555556,19.05555556,0.67,9.0965,128,9.982,1013,Yes
1710818891,Mostly Cloudy,20.14444444,20.14444444,0.67,7.5187,177,9.982,1012.69,Yes
1710818882,Mostly Cloudy,20.26111111,20.26111111,0.62,3.8962,166,9.982,1012.54,Yes
1710818882,Mostly Cloudy,21.20555556,21.20555556,0.62,4.6368,170,9.982,1011.87,Yes
1710818885,Overcast,21.25555556,21.25555556,0.67,4.8944,164,9.982,1011.19,Yes
1710818889,Overcast,20.23333333,20.23333333,0.66,7.2128,161,9.982,1011.17,Yes
1710818889,Overcast,19.07777778,19.07777778,0.71,7.6475,153,9.982,1011.08,Yes
1710818886,Mostly Cloudy,17.94444444,17.94444444,0.77,10.5777,142,9.982,1011.28,Yes
1710818883,Mostly Cloudy,15.49444444,15.49444444,0.82,20.608,151,11.0285,1012.08,Yes
1710818886,Mostly Cloudy,14.14444444,14.14444444,0.89,8.4364,146,9.9015,1012.64,Yes
1710818890,Mostly Cloudy,14.53888889,14.53888889,0.86,11.0768,103,11.8979,1012.79,Yes
1710818888,Mostly Cloudy,14.13888889,14.13888889,0.86,3.6708,142,11.6886,1012.79,Yes
1710818884,Mostly Cloudy,13.4,13.4,0.9,3.5098,116,11.9784,1012.56,Yes
1710818883,Mostly Cloudy,13.42777778,13.42777778,0.9,3.3488,71,11.9784,1012.8,Yes
1710818891,Partly Cloudy,11.58888889,11.58888889,0.74,5.474,139,14.9569,1009.9,Yes
1710818882,Mostly Cloudy,14.42222222,14.42222222,0.83,10.7709,63,14.9086,1011.91,Yes
1710818884,Mostly Cloudy,13.91666667,13.91666667,0.86,10.6904,72,14.812,1011.72,Yes
1710818883,Mostly Cloudy,13.4,13.4,0.9,10.3201,82,14.0875,1011.51,Yes
1710818887,Overcast,13.86666667,13.86666667,0.9,7.9373,106,9.9015,1011.51,Yes
1710818891,Mostly Cloudy,14.90555556,14.90555556,0.84,11.27,108,9.7566,1011.6,Yes
1710818890,Mostly Cloudy,15.93333333,15.93333333,0.74,10.6743,132,9.4346,1011.59,Yes
1710818888,Mostly Cloudy,17.12777778,17.12777778,0.65,19.8996,138,9.9015,1011.41,No
1710818883,Mostly Cloudy,18.75,18.75,0.58,19.4166,157,9.9015,1011.2,No
1710818883,Mostly Cloudy,18.96111111,18.96111111,0.6,17.0499,147,9.982,1011.25,No
1710818883,Mostly Cloudy,19.99444444,19.99444444,0.54,16.8728,136,10.0464,1010.98,No
1710818890,Mostly Cloudy,21.11111111,21.11111111,0.5,17.3397,129,10.0464,1010.48,No
1710818884,Mostly Cloudy,21.09444444,21.09444444,0.46,21.9604,140,10.4006,1010.24,No
1710818886,Partly Cloudy,21.17777778,21.17777778,0.43,19.8191,157,10.0464,1009.55,No
1710818885,Partly Cloudy,21.22777778,21.22777778,0.41,16.4703,156,11.27,1009.04,No
1710818890,Partly Cloudy,20.1,20.1,0.45,13.7977,137,11.4471,1008.55,No
1710818883,Mostly Cloudy,19.02777778,19.02777778,0.51,9.7888,147,11.27,1008.17,No
1710818886,Mostly Cloudy,17.85,17.85,0.59,14.0553,121,11.2056,1008.46,No
1712943487,Mostly Cloudy,16.26111111,16.26111111,0.66,11.2861,122,9.9015,1008.94,No
1721354227,Partly Cloudy,14.98333333,14.98333333,0.72,13.9426,129,11.27,1009.55,Yes
1713246970,Mostly Cloudy,14.46666667,14.46666667,0.65,11.0285,139,14.812,1009.57,Yes
1723561038,Partly Cloudy,13.94444444,13.94444444,0.6,10.8031,150,14.9569,1009.53,Yes
1731367958,Partly Cloudy,12.31666667,12.31666667,0.65,11.1734,139,15.8263,1009.56,Yes
1723661173,Partly Cloudy,11.76111111,11.76111111,0.66,10.8997,159,15.8263,1009.47,Yes
1729941705,Mostly Cloudy,10.82777778,10.82777778,0.62,13.1859,142,14.9569,1011.18,Yes
1712194777,Partly Cloudy,10.13888889,10.13888889,0.73,10.948,141,15.8263,1009.25,Yes
1719880805,Partly Cloudy,10.62777778,10.62777778,0.71,11.109,160,14.9086,1008.87,Yes
1714075722,Partly Cloudy,10.60555556,10.60555556,0.69,13.524,157,14.9569,1008.82,Yes
1707791522,Mostly Cloudy,10.07222222,10.07222222,0.71,15.5848,139,9.982,1008.84,Yes
1713451048,Mostly Cloudy,11.16111111,11.16111111,0.71,21.5257,149,9.982,1009.07,Yes
1733055530,Partly Cloudy,12.88888889,12.88888889,0.67,22.9586,150,10.3523,1009.23,Yes
1716985988,Clear,15.05,15.05,0.6,26.4845,149,11.2056,1009.25,Yes
1718519519,Mostly Cloudy,15.16111111,15.16111111,0.59,26.726,149,9.982,1009.44,Yes
1722163849,Mostly Cloudy,16.27222222,16.27222222,0.56,23.3611,149,10.3523,1009.76,Yes
1708901131,Mostly Cloudy,17.8,17.8,0.46,28.0623,148,9.982,1009.34,Yes
1726185006,Mostly Cloudy,17.93888889,17.93888889,0.46,27.9013,158,9.982,1009.14,Yes
1732817231,Mostly Cloudy,18.85555556,18.85555556,0.41,25.7439,155,10.3523,1009.01,Yes
1706970442,Mostly Cloudy,17.98888889,17.98888889,0.43,26.3557,158,9.982,1008.83,Yes
1727878242,Mostly Cloudy,17.96111111,17.96111111,0.51,25.0516,129,9.982,1008.43,Yes
1729215506,Mostly Cloudy,17.36111111,17.36111111,0.47,25.5668,141,10.3523,1008.7,Yes
1723447233,Mostly Cloudy,16.25,16.25,0.52,23.3289,148,9.982,1009.03,Yes
1705044164,Mostly Cloudy,14.12222222,14.12222222,0.47,20.0284,158,9.982,1009.42,Yes
1712825705,Mostly Cloudy,12.95,12.95,0.55,14.9569,157,10.3523,1010.18,Yes
1722674799,Mostly Cloudy,12.24444444,12.24444444,0.52,22.9425,160,9.982,1010.85,Yes
1704654126,Mostly Cloudy,11.68888889,11.68888889,0.57,19.6581,159,15.8263,1011.08,Yes
1709504018,Mostly Cloudy,11.15555556,11.15555556,0.59,20.7368,157,14.9569,1011.22,Yes
1713912671,Partly Cloudy,9.216666667,8.627777778,0.9,5.8443,189,14.6349,1014.24,Yes
1734085842,Partly Cloudy,8.683333333,8.2,0.9,5.2486,246,11.6725,1014.73,Yes
1721767382,Mostly Cloudy,9.188888889,7.3,0.77,12.3165,328,14.9569,1013.46,Yes
1716503193,Partly Cloudy,8.594444444,7.788888889,0.93,6.2951,80,11.6725,1014.81,Yes
1735438853,Partly Cloudy,7.505555556,7.505555556,0.93,1.8515,149,9.6761,1014.35,Yes
1715844894,Partly Cloudy,6.216666667,4.194444444,0.95,9.6761,302,9.6922,1014.42,Yes
1727538080,Foggy,5.855555556,5.855555556,0.93,0.4347,53,0.4669,1014.35,Yes
1726086880,Clear,5.933333333,5.933333333,1,0.1449,230,5.8443,1014.55,Yes
1731644044,Clear,10.40555556,10.40555556,1,0.7245,18,5.3935,1014.91,Yes
1727361528,Partly Cloudy,12.54444444,12.54444444,0.78,7.2611,159,9.5312,1014.44,Yes
1710141839,Partly Cloudy,13.86111111,13.86111111,0.77,3.8801,245,11.1251,1014.52,Yes
1723598778,Partly Cloudy,15.97777778,15.97777778,0.63,4.669,291,11.3988,1014.75,Yes
1734909910,Partly Cloudy,17.26666667,17.26666667,0.57,5.474,312,11.27,1014.41,Yes
1722183660,Partly Cloudy,17.84444444,17.84444444,0.5,2.6726,211,11.27,1014.02,Yes
1705103186,Partly Cloudy,16.42777778,16.42777778,0.54,3.9928,296,10.8997,1013.55,Yes
1706650000,Partly Cloudy,17.77777778,17.77777778,0.46,1.6744,264,11.27,1013.02,Yes
1723298393,Partly Cloudy,17.84444444,17.84444444,0.45,4.4275,41,11.27,1011.95,Yes
1719525314,Partly Cloudy,17.3,17.3,0.5,5.6672,12,11.3988,1012.11,No
1723307157,Partly Cloudy,15.18333333,15.18333333,0.65,12.7351,70,11.2056,1012.13,No
1706041373,Mostly Cloudy,13.00555556,13.00555556,0.7,3.7191,62,15.8263,1012.52,No
1722587933,Mostly Cloudy,12.69444444,12.69444444,0.74,7.9373,307,9.982,1013.08,No
1706554033,Partly Cloudy,12.19444444,12.19444444,0.72,9.7083,339,9.982,1013.35,No
1721223769,Partly Cloudy,12.08333333,12.08333333,0.71,16.9855,348,15.8263,1013.19,No
1734652971,Partly Cloudy,10.61666667,10.61666667,0.74,10.8514,311,14.9569,1013.54,No
1706583568,Mostly Cloudy,11.6,11.6,0.57,16.9855,150,15.8263,1011.68,No
1727007028,Mostly Cloudy,11.02222222,11.02222222,0.6,16.9211,140,15.8263,1011.79,No
1707746403,Mostly Cloudy,11.88888889,11.88888889,0.6,15.939,150,14.9569,1013.76,Yes
1706935117,Mostly Cloudy,10.41666667,10.41666667,0.64,16.6474,139,15.8263,1011.39,Yes
1720661642,Mostly Cloudy,10.3,10.3,0.67,13.3952,138,15.8263,1011.42,Yes
1719605475,Mostly Cloudy,9.483333333,7.5,0.72,13.3791,119,14.9569,1011.65,Yes
1731900788,Mostly Cloudy,9.772222222,7.933333333,0.68,12.8317,117,9.982,1011.83,Yes
1724460791,Mostly Cloudy,10.93333333,10.93333333,0.67,11.1412,98,9.982,1012.42,Yes
1705376907,Mostly Cloudy,11.65555556,11.65555556,0.66,7.1806,90,15.3111,1012.96,Yes
1725014123,Mostly Cloudy,13.93888889,13.93888889,0.55,21.5579,128,9.982,1012.97,Yes
1711964819,Mostly Cloudy,15.02777778,15.02777778,0.54,17.3075,129,9.982,1013.36,Yes
1723405638,Mostly Cloudy,16.03888889,16.03888889,0.47,24.5203,132,11.4471,1013.41,Yes
1704748658,Mostly Cloudy,15.22777778,15.22777778,0.51,20.3665,147,11.2056,1013.34,Yes
1723780128,Mostly Cloudy,16.20555556,16.20555556,0.44,14.4417,129,11.2056,1013.62,Yes
1704956043,Partly Cloudy,17.3,17.3,0.43,18.0159,124,11.3988,1013.28,Yes
1732727227,Partly Cloudy,17.77777778,17.77777778,0.43,15.8263,158,11.2056,1012.98,No
